,0
900,0.06954784
901,0.08816624
902,0.09930474
903,0.10475972
904,0.10776413
905,0.103006475
906,0.095255844
907,0.09617536
908,0.08094141
909,0.047850832
910,0.0024067461
911,-0.029135242
912,-0.091943905
913,-0.09802416
914,-0.12538184
915,-0.12102125
916,-0.10810612
917,-0.075787514
918,-0.023911327
919,0.0042591244
920,0.0016929433
921,0.0068112197
922,0.014690488
923,0.02890207
924,0.04252277
925,0.057816427
926,0.07229002
927,0.083056904
928,0.091558635
929,0.09501185
930,0.0887824
931,0.08578466
932,0.078967504
933,0.04187932
934,-0.0025807247
935,-0.034348577
936,-0.095239624
937,-0.098477796
938,-0.12613493
939,-0.11978771
940,-0.10260327
941,-0.06665897
942,-0.0061348164
943,0.031127842
944,0.030402109
945,0.035143353
946,0.037878156
947,0.03287917
948,0.024413211
949,0.01713688
950,0.013248138
951,0.008075148
952,0.0078778565
953,0.009794593
954,0.017748468
955,0.029564872
956,0.03834369
957,0.019104466
958,-0.011212498
959,-0.035550125
960,-0.088979885
961,-0.08671883
962,-0.10318701
963,-0.0943621
964,-0.081697054
965,-0.04691921
